156,447
656,532
503,401
425,881
262,179
268,444
-4,493
940,458
628,812
720,581
155,227
706,337
594,143
429,698
932,33
732,944
707,379
738,406
654,7
2,832
621,458
423,735
643,545
612,536
594,542
433,44
776,44
624,351
534,107
912,769
476,431
424,483
464,89
622,294
950,352
44,339
140,797
932,415
322,642
118,643
589,249
813,387
879,231
744,808
865,158
3,399
865,770
713,611
324,117
120,248
818,412
164,74
417,763
44,53
208,319
809,142
-2,665
873,134
105,425
556,883
734,309
609,184
899,154
560,353
80,631
796,747
610,608
863,289
37,770
403,344
20,343
451,709
493,859
265,339
126,655
-69,700
58,852
417,735
817,618
47,501
