254,315
357,439
546,449
211,489
358,477
62,348
507,607
139,-92
209,531
280,268
323,281
196,3
171,203
126,585
117,508
429,491
428,105
117,475
44,42
316,185
256,519
307,29
55,595
76,430
351,38
283,87
200,434
86,581
259,466
357,575
418,79
415,419
310,683
444,169
88,401
225,233
205,472
151,65
156,259
341,262
210,454
249,473
581,407
426,309
330,437
286,385
332,618
-3,527
562,435
-25,574
320,122
226,123
-53,504
-9,293
358,511
333,434
423,369
194,268
322,459
449,248
280,188
171,223
132,23
341,639
343,154
172,447
21,67
64,397
-22,562
