925,456
830,737
419,391
816,415
40,88
663,778
663,314
938,512
783,306
261,811
100,97
687,499
229,393
78,323
503,764
829,573
74,387
741,533
145,103
148,454
264,752
45,761
63,93
351,86
204,504
838,325
296,203
945,432
440,-23
836,249
868,114
470,306
800,571
490,369
506,817
141,343
1000,178
755,124
652,660
86,96
920,379
132,788
670,329
539,707
646,517
194,347
936,371
378,536
258,206
297,54
184,200
833,346
305,-31
728,219
776,794
455,193
606,307
815,110
775,768
-42,626
515,234
667,0
615,637
482,206
337,-15
285,-34
135,512
